cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
112	chr2L	1151562	1151568	+	3	1151567	210	132	1151563	1151568	6
113	chr2L	1158651	1158734	+	15	1158662	456	155	1158662	1158705	44
114	chr2L	1164430	1164486	+	15	1164475	379	80	1164445	1164477	33
115	chr2L	1166479	1166571	+	27	1166532	2353	471	1166504	1166550	47
116	chr2L	1170187	1170232	+	8	1170209	335	121	1170197	1170226	30
117	chr2L	1173011	1173070	+	13	1173048	460	109	1173012	1173052	41
118	chr2L	1177650	1177776	+	22	1177697	2663	627	1177680	1177746	67
119	chr2L	1184065	1184100	+	11	1184079	301	98	1184066	1184091	26
120	chr2L	1185894	1185922	+	7	1185897	118	53	1185895	1185919	25
121	chr2L	1186255	1186257	+	2	1186257	102	93	1186257	1186257	1
122	chr2L	1193695	1193710	+	2	1193696	66	38	1193696	1193710	15
123	chr2L	1200210	1200212	+	2	1200211	49	29	1200211	1200212	2
124	chr2L	1256402	1256407	+	2	1256403	94	73	1256403	1256407	5
125	chr2L	1334110	1334226	+	39	1334177	7695	1285	1334150	1334204	55
126	chr2L	1334372	1334408	+	2	1334408	50	26	1334373	1334408	36
127	chr2L	1344398	1344556	+	44	1344465	27126	17534	1344463	1344466	4
128	chr2L	1367991	1368358	+	69	1368089	6781	724	1368089	1368220	132
129	chr2L	1442610	1442627	+	4	1442618	105	27	1442611	1442627	17
130	chr2L	1442720	1442753	+	4	1442726	83	57	1442726	1442753	28
131	chr2L	1523617	1523618	+	1	1523618	135	135	1523618	1523618	1
132	chr2L	1537230	1537272	+	3	1537272	96	38	1537231	1537272	42
133	chr2L	1555129	1555131	+	2	1555130	98	94	1555130	1555130	1
134	chr2L	1611377	1611454	+	15	1611412	425	97	1611402	1611429	28
135	chr2L	1646803	1646807	+	2	1646807	7	6	1646804	1646807	4
136	chr2L	1651258	1651264	+	4	1651260	1750	1679	1651260	1651260	1
137	chr2L	1687460	1687550	+	17	1687495	1607	393	1687468	1687526	59
138	chr2L	1690022	1690168	+	20	1690104	3060	2364	1690089	1690104	16
139	chr2L	1697198	1697229	+	3	1697227	73	28	1697199	1697229	31
140	chr2L	1703357	1703391	+	3	1703358	78	29	1703358	1703391	34
141	chr2L	1704884	1704978	+	22	1704904	1060	328	1704902	1704961	60
142	chr2L	1705131	1705135	+	2	1705132	15	10	1705132	1705135	4
143	chr2L	1710436	1710523	+	34	1710468	3744	508	1710454	1710514	61
144	chr2L	1728733	1728849	+	27	1728754	1025	195	1728737	1728798	62
145	chr2L	1729873	1729942	+	11	1729917	461	267	1729886	1729917	32
146	chr2L	1737461	1737471	+	9	1737469	3210	2114	1737465	1737469	5
147	chr2L	1752289	1752381	+	22	1752332	2358	393	1752305	1752339	35
148	chr2L	1755425	1755458	+	7	1755455	306	81	1755433	1755458	26
149	chr2L	1869786	1869883	+	25	1869853	6457	3941	1869822	1869856	35
150	chr2L	1872628	1872699	+	6	1872689	181	46	1872629	1872699	71
151	chr2L	1884570	1884685	+	30	1884685	4499	1095	1884602	1884685	84
152	chr2L	1911742	1911744	+	2	1911744	139	136	1911744	1911744	1
153	chr2L	1973903	1973925	+	3	1973923	107	63	1973904	1973925	22
154	chr2L	1974095	1974175	+	21	1974119	1478	259	1974113	1974149	37
155	chr2L	1981187	1981373	+	56	1981270	5455	927	1981233	1981312	80
156	chr2L	1982180	1982336	+	28	1982219	3136	759	1982210	1982271	62
157	chr2L	1988250	1988414	+	44	1988292	10070	6628	1988286	1988301	16
158	chr2L	1988471	1988501	+	4	1988472	72	36	1988472	1988501	30
159	chr2L	1999979	2000036	+	7	2000036	462	152	1999983	2000036	54
160	chr2L	2009827	2009857	+	3	2009857	102	62	2009828	2009857	30
161	chr2L	2023980	2024012	+	5	2024000	225	80	2023981	2024012	32
162	chr2L	2029516	2029524	+	3	2029519	193	133	2029517	2029519	3
163	chr2L	2037685	2037798	+	34	2037711	1527	348	2037708	2037785	78
164	chr2L	2045487	2045572	+	22	2045538	3104	503	2045503	2045538	36
165	chr2L	2079930	2080032	+	30	2079957	7710	3409	2079957	2080005	49
166	chr2L	2083310	2083366	+	10	2083337	628	144	2083311	2083354	44
167	chr2L	2130816	2130920	+	33	2130817	3296	1464	2130817	2130880	64
168	chr2L	2147315	2147393	+	12	2147369	522	126	2147328	2147386	59
169	chr2L	2147513	2147620	+	20	2147587	2093	383	2147548	2147596	49
170	chr2L	2151742	2151945	+	49	2151906	4219	515	2151752	2151924	173
171	chr2L	2155403	2155489	+	16	2155425	1024	185	2155410	2155477	68
172	chr2L	2160614	2160636	+	2	2160636	50	32	2160615	2160636	22
173	chr2L	2214239	2214318	+	16	2214262	440	140	2214262	2214303	42
174	chr2L	2217140	2217354	+	19	2217250	731	294	2217188	2217317	130
175	chr2L	2220718	2220828	+	14	2220780	480	138	2220749	2220798	50
176	chr2L	2221903	2221933	+	5	2221913	226	76	2221904	2221933	30
177	chr2L	2222089	2222195	+	7	2222195	353	104	2222090	2222195	106
178	chr2L	2222633	2222684	+	11	2222671	1445	551	2222639	2222674	36
179	chr2L	2223179	2223180	+	1	2223180	106	106	2223180	2223180	1
180	chr2L	2226361	2226391	+	8	2226362	919	434	2226362	2226387	26
181	chr2L	2226479	2226621	+	28	2226523	2459	1056	2226523	2226550	28
182	chr2L	2226800	2226802	+	2	2226801	53	32	2226801	2226802	2
183	chr2L	2226948	2226951	+	2	2226951	28	19	2226949	2226951	3
184	chr2L	2228890	2228939	+	4	2228908	117	37	2228891	2228939	49
185	chr2L	2229095	2229148	+	10	2229103	521	142	2229103	2229148	46
186	chr2L	2230659	2230703	+	3	2230660	97	38	2230660	2230703	44
187	chr2L	2230744	2230747	+	2	2230747	37	19	2230745	2230747	3
188	chr2L	2236161	2236260	+	8	2236204	465	172	2236204	2236234	31
189	chr2L	2245215	2245378	+	46	2245327	9009	1452	2245269	2245335	67
190	chr2L	2263438	2263542	+	31	2263490	5970	1310	2263462	2263505	44
191	chr2L	2300063	2300173	+	31	2300099	21805	7720	2300092	2300099	8
192	chr2L	2307938	2307945	+	4	2307941	448	273	2307939	2307945	7
193	chr2L	2365317	2365419	+	31	2365357	1265	239	2365324	2365388	65
194	chr2L	2374689	2374718	+	2	2374718	44	40	2374718	2374718	1
195	chr2L	2375880	2375927	+	8	2375881	204	134	2375881	2375924	44
196	chr2L	2376119	2376176	+	11	2376176	889	227	2376127	2376176	50
197	chr2L	2381079	2381187	+	11	2381096	240	60	2381096	2381156	61
198	chr2L	2420790	2420838	+	5	2420834	64	29	2420791	2420838	48
199	chr2L	2451229	2451245	+	4	2451241	281	201	2451230	2451245	16
200	chr2L	2492858	2492966	+	20	2492955	4705	2775	2492904	2492955	52
201	chr2L	2496942	2496945	+	2	2496945	68	37	2496943	2496945	3
202	chr2L	2577679	2577703	+	6	2577695	79	37	2577680	2577703	24
203	chr2L	2580137	2580162	+	2	2580162	55	36	2580138	2580162	25
204	chr2L	2580261	2580354	+	33	2580322	4933	1067	2580280	2580337	58
205	chr2L	2591853	2592021	+	27	2591900	2540	289	2591894	2591977	84
206	chr2L	2592116	2592128	+	2	2592117	244	180	2592117	2592128	12
207	chr2L	2610037	2610187	+	40	2610087	5910	1127	2610073	2610133	61
208	chr2L	2610537	2610539	+	2	2610539	52	28	2610538	2610539	2
209	chr2L	2611056	2611058	+	2	2611058	179	102	2611057	2611058	2
210	chr2L	2646015	2646039	+	4	2646039	210	71	2646016	2646039	24
211	chr2L	2647848	2647951	+	29	2647887	5653	1128	2647876	2647911	36
212	chr2L	2653055	2653213	+	45	2653085	13250	5023	2653085	2653144	60
213	chr2L	2655331	2655441	+	38	2655369	9090	1567	2655353	2655385	33
214	chr2L	2665021	2665106	+	26	2665094	1696	278	2665051	2665097	47
215	chr2L	2725679	2725680	+	1	2725680	192	192	2725680	2725680	1
216	chr2L	2730102	2730130	+	7	2730129	522	378	2730106	2730129	24
217	chr2L	2735811	2735814	+	2	2735814	258	236	2735814	2735814	1
218	chr2L	2740036	2740075	+	10	2740070	801	253	2740042	2740070	29
219	chr2L	2740983	2741006	+	4	2740984	136	83	2740984	2740998	15
220	chr2L	2745100	2745147	+	9	2745105	276	147	2745105	2745136	32
221	chr2L	2752800	2752808	+	6	2752803	4113	3875	2752803	2752803	1
222	chr2L	2753233	2753241	+	7	2753238	2386	2076	2753237	2753238	2
223	chr2L	2756098	2756150	+	7	2756117	132	37	2756099	2756150	52
224	chr2L	2756267	2756291	+	6	2756289	186	89	2756268	2756290	23
225	chr2L	2759924	2759993	+	8	2759963	145	67	2759933	2759963	31
226	chr2L	2766193	2766329	+	20	2766242	1938	1123	2766242	2766283	42
227	chr2L	2766373	2766401	+	3	2766401	24	16	2766378	2766401	24
228	chr2L	2767881	2768005	+	32	2767913	1594	434	2767898	2767944	47
229	chr2L	2770061	2770281	+	76	2770139	39863	7938	2770136	2770182	47
230	chr2L	2797849	2797865	+	3	2797850	671	540	2797850	2797865	16
231	chr2L	2808296	2808300	+	2	2808300	94	79	2808297	2808300	4
232	chr2L	2812421	2812491	+	24	2812448	5455	2979	2812447	2812462	16
233	chr2L	2856045	2856182	+	52	2856117	34383	19062	2856109	2856119	11
234	chr2L	2856228	2856250	+	2	2856229	50	32	2856229	2856250	22
235	chr2L	2857156	2857194	+	11	2857188	598	119	2857163	2857194	32
236	chr2L	2866277	2866303	+	2	2866278	51	33	2866278	2866303	26
237	chr2L	2866841	2866848	+	3	2866845	29	16	2866842	2866848	7
238	chr2L	2869600	2869652	+	15	2869637	10975	7468	2869637	2869640	4
239	chr2L	2874866	2875025	+	19	2874940	361	71	2874869	2874950	82
240	chr2L	2878331	2878523	+	45	2878373	4861	557	2878349	2878523	175
241	chr2L	2879095	2879192	+	21	2879136	553	81	2879113	2879179	67
242	chr2L	2885896	2885979	+	17	2885937	1976	588	2885904	2885944	41
243	chr2L	2888247	2888253	+	4	2888250	98	85	2888250	2888250	1
244	chr2L	2940077	2940111	+	2	2940111	51	29	2940078	2940111	34
245	chr2L	2946366	2946549	+	26	2946536	1488	170	2946418	2946537	120
246	chr2L	2948945	2949049	+	29	2949013	2968	1104	2948976	2949016	41
247	chr2L	2954725	2954861	+	35	2954773	1878	313	2954748	2954815	68
248	chr2L	2959145	2959147	+	2	2959147	114	110	2959147	2959147	1
249	chr2L	2972871	2972909	+	11	2972896	613	210	2972872	2972900	29
250	chr2L	2977058	2977183	+	29	2977128	2662	564	2977101	2977146	46
251	chr2L	2977228	2977241	+	2	2977229	33	29	2977229	2977241	13
252	chr2L	2987977	2988200	+	45	2988116	4013	616	2988075	2988149	75
253	chr2L	2991641	2991651	+	4	2991642	85	29	2991642	2991651	10
254	chr2L	2992831	2993037	+	40	2992967	5158	962	2992899	2993012	114
255	chr2L	2999279	2999290	+	4	2999286	368	345	2999286	2999286	1
256	chr2L	3013602	3013637	+	8	3013606	375	124	3013606	3013631	26
257	chr2L	3023221	3023285	+	14	3023237	734	160	3023226	3023252	27
258	chr2L	3029256	3029269	+	3	3029257	240	204	3029257	3029258	2
259	chr2L	3029735	3029756	+	5	3029740	550	382	3029736	3029740	5
260	chr2L	3030498	3030562	+	9	3030550	474	208	3030499	3030552	54
261	chr2L	3037423	3037556	+	26	3037464	2139	506	3037462	3037486	25
262	chr2L	3040043	3040055	+	2	3040044	38	20	3040044	3040055	12
263	chr2L	3040105	3040135	+	5	3040115	224	124	3040106	3040117	12
264	chr2L	3042845	3043047	+	58	3042953	33588	12686	3042914	3042960	47
265	chr2L	3043095	3043115	+	2	3043115	57	29	3043096	3043115	20
266	chr2L	3043949	3043950	+	1	3043950	90	90	3043950	3043950	1
267	chr2L	3056595	3056603	+	7	3056599	2842	1292	3056599	3056602	4
268	chr2L	3067424	3067426	+	2	3067425	27	14	3067425	3067426	2
269	chr2L	3109651	3109681	+	7	3109668	368	107	3109652	3109679	28
270	chr2L	3111965	3112008	+	5	3111978	216	79	3111966	3112008	43
271	chr2L	3115648	3115670	+	3	3115670	129	73	3115649	3115670	22
272	chr2L	3128623	3128740	+	38	3128668	4530	1317	3128661	3128710	50
273	chr2L	3159938	3160034	+	17	3160006	782	146	3159954	3160006	53
274	chr2L	3163602	3163744	+	38	3163650	5741	1992	3163649	3163701	53
275	chr2L	3268285	3268313	+	4	3268286	93	31	3268286	3268313	28
276	chr2L	3269713	3269830	+	31	3269748	4928	776	3269739	3269795	57
277	chr2L	3304079	3304083	+	2	3304083	9	6	3304080	3304083	4
278	chr2L	3321393	3321442	+	7	3321421	229	49	3321394	3321442	49
279	chr2L	3324219	3324299	+	19	3324247	5352	2587	3324243	3324247	5
280	chr2L	3324945	3324948	+	2	3324946	14	7	3324946	3324948	3
281	chr2L	3325903	3325910	+	2	3325904	13	7	3325904	3325910	7
282	chr2L	3357608	3357776	+	47	3357645	8426	1305	3357636	3357688	53
283	chr2L	3376974	3377069	+	21	3377006	2636	808	3376990	3377036	47
284	chr2L	3397973	3398109	+	30	3398043	6065	2258	3398009	3398043	35
285	chr2L	3410523	3410639	+	52	3410585	24723	7916	3410572	3410605	34
286	chr2L	3413772	3413788	+	2	3413773	221	171	3413773	3413788	16
287	chr2L	3416644	3416749	+	24	3416685	2478	625	3416680	3416723	44
288	chr2L	3449678	3449791	+	29	3449695	4116	1630	3449694	3449728	35
289	chr2L	3452451	3452540	+	19	3452452	1402	425	3452452	3452518	67
290	chr2L	3452580	3452584	+	2	3452581	110	77	3452581	3452584	4
291	chr2L	3453280	3453353	+	10	3453329	563	135	3453281	3453347	67
292	chr2L	3457305	3457420	+	14	3457333	315	50	3457306	3457371	66
293	chr2L	3466078	3466350	+	55	3466168	8752	1028	3466160	3466245	86
294	chr2L	3470106	3470197	+	31	3470163	2525	407	3470127	3470192	66
295	chr2L	3478430	3478438	+	7	3478434	4867	4610	3478434	3478434	1
296	chr2L	3478711	3478733	+	2	3478733	24	18	3478712	3478733	22
297	chr2L	3478895	3478901	+	2	3478896	47	25	3478896	3478901	6
298	chr2L	3495328	3495409	+	17	3495350	1357	274	3495329	3495362	34
299	chr2L	3495505	3495506	+	1	3495506	260	260	3495506	3495506	1
300	chr2L	3514842	3514909	+	12	3514886	1012	232	3514850	3514888	39
301	chr2L	3520183	3520325	+	22	3520261	2101	523	3520198	3520277	80
302	chr2L	3523085	3523121	+	5	3523111	133	31	3523086	3523121	36
303	chr2L	3525131	3525151	+	6	3525133	928	787	3525133	3525138	6
304	chr2L	3537775	3537805	+	6	3537779	339	106	3537776	3537798	23
305	chr2L	3561991	3562044	+	3	3561992	291	124	3561992	3562044	53
306	chr2L	3575098	3575144	+	4	3575144	237	123	3575117	3575144	28
307	chr2L	3576221	3576273	+	12	3576240	605	191	3576225	3576263	39
308	chr2L	3619262	3619267	+	2	3619263	84	73	3619263	3619267	5
309	chr2L	3701287	3701292	+	2	3701288	7	5	3701288	3701292	5
310	chr2L	3713297	3713406	+	24	3713388	1445	287	3713325	3713398	74
311	chr2L	3718186	3718187	+	1	3718187	109	109	3718187	3718187	1
312	chr2L	3726439	3726476	+	5	3726461	192	69	3726442	3726476	35
313	chr2L	3771705	3771708	+	3	3771707	207	194	3771707	3771707	1
314	chr2L	3784917	3784989	+	18	3784956	2856	499	3784918	3784969	52
315	chr2L	3785690	3785792	+	25	3785727	2759	882	3785710	3785774	65
316	chr2L	3787168	3787180	+	5	3787170	427	295	3787170	3787180	11
317	chr2L	3803406	3803529	+	9	3803486	157	49	3803407	3803490	84
318	chr2L	3815273	3815404	+	10	3815311	631	190	3815311	3815339	29
319	chr2L	3817759	3817780	+	2	3817780	44	23	3817760	3817780	21
320	chr2L	3862655	3862828	+	42	3862760	6938	1453	3862723	3862780	58
321	chr2L	3867703	3867749	+	13	3867714	617	155	3867704	3867734	31
322	chr2L	3870039	3870130	+	32	3870079	6200	1152	3870056	3870106	51
323	chr2L	3872524	3872550	+	4	3872529	72	30	3872525	3872550	26
324	chr2L	4001069	4001109	+	5	4001109	241	159	4001070	4001109	40
325	chr2L	4004056	4004070	+	2	4004070	35	24	4004057	4004070	14
326	chr2L	4004927	4004987	+	18	4004984	1546	892	4004938	4004984	47
327	chr2L	4006034	4006054	+	6	4006041	486	299	4006040	4006054	15
328	chr2L	4008664	4008669	+	3	4008669	51	41	4008666	4008669	4
329	chr2L	4031378	4031396	+	7	4031383	923	587	4031379	4031385	7
330	chr2L	4097228	4097277	+	7	4097229	720	395	4097229	4097232	4
331	chr2L	4121702	4121704	+	2	4121703	33	29	4121703	4121704	2
332	chr2L	4149228	4149348	+	33	4149278	36218	29449	4149277	4149278	2
333	chr2L	4149467	4149507	+	2	4149507	147	129	4149468	4149507	40
334	chr2L	4149598	4149626	+	4	4149599	410	210	4149599	4149601	3
335	chr2L	4149704	4149722	+	2	4149722	45	26	4149705	4149722	18
336	chr2L	4149996	4150030	+	2	4149997	73	50	4149997	4150030	34
337	chr2L	4188103	4188120	+	2	4188104	43	40	4188104	4188104	1
338	chr2L	4227659	4227772	+	61	4227710	49712	9645	4227698	4227726	29
339	chr2L	4227853	4227884	+	4	4227858	116	37	4227854	4227884	31
340	chr2L	4228051	4228251	+	39	4228128	1480	329	4228072	4228214	143
341	chr2L	4257519	4257647	+	50	4257564	17361	5436	4257554	4257589	36
342	chr2L	4324509	4324559	+	7	4324559	719	539	4324517	4324559	43
343	chr2L	4333902	4333927	+	8	4333926	974	753	4333915	4333926	12
344	chr2L	4352929	4353018	+	32	4352959	5704	2038	4352959	4353000	42
345	chr2L	4388312	4388337	+	11	4388330	852	691	4388322	4388330	9
346	chr2L	4388476	4388510	+	8	4388499	327	115	4388495	4388506	12
347	chr2L	4388575	4388580	+	3	4388577	58	45	4388576	4388577	2
348	chr2L	4394142	4394262	+	16	4394235	1141	696	4394193	4394235	43
349	chr2L	4403204	4403317	+	35	4403269	9107	2728	4403238	4403287	50
350	chr2L	4425663	4425684	+	4	4425680	232	139	4425664	4425684	21
351	chr2L	4433829	4433898	+	16	4433860	1670	628	4433853	4433888	36
352	chr2L	4434367	4434491	+	37	4434437	8972	1201	4434412	4434456	45
353	chr2L	4434635	4434638	+	2	4434638	39	21	4434636	4434638	3
354	chr2L	4442319	4442476	+	45	4442387	3841	561	4442349	4442428	80
355	chr2L	4444709	4444802	+	22	4444752	1721	458	4444717	4444784	68
356	chr2L	4454575	4454858	+	49	4454847	9686	1592	4454626	4454847	222
357	chr2L	4459725	4459806	+	18	4459763	1575	257	4459739	4459803	65
358	chr2L	4459870	4459956	+	11	4459889	457	146	4459874	4459953	80
359	chr2L	4463566	4463769	+	34	4463614	1488	180	4463605	4463762	158
360	chr2L	4465176	4465184	+	3	4465177	54	23	4465177	4465184	8
361	chr2L	4576994	4576998	+	2	4576995	16	11	4576995	4576998	4
362	chr2L	4619636	4619674	+	6	4619652	232	91	4619649	4619668	20
363	chr2L	4641276	4641278	+	2	4641277	5	3	4641277	4641278	2
364	chr2L	4682696	4682882	+	40	4682716	7578	1269	4682716	4682816	101
365	chr2L	4762832	4762921	+	38	4762911	29028	17325	4762884	4762911	28
366	chr2L	4762999	4763068	+	5	4763027	286	178	4763000	4763068	69
367	chr2L	4763135	4763158	+	4	4763158	142	52	4763136	4763158	23
368	chr2L	4794564	4794653	+	4	4794603	105	36	4794565	4794653	89
369	chr2L	4813010	4813014	+	2	4813014	80	66	4813011	4813014	4
370	chr2L	4827929	4827965	+	3	4827930	82	30	4827930	4827965	36
371	chr2L	4834644	4834647	+	2	4834647	49	26	4834645	4834647	3
372	chr2L	4838291	4838367	+	9	4838346	291	187	4838319	4838346	28
373	chr2L	4838429	4838433	+	3	4838430	179	92	4838430	4838433	4
374	chr2L	4847729	4847845	+	28	4847792	3669	374	4847763	4847830	68
375	chr2L	4850639	4850691	+	9	4850674	373	137	4850643	4850688	46
376	chr2L	4882572	4882601	+	2	4882573	48	28	4882573	4882601	29
377	chr2L	4883299	4883381	+	24	4883348	1708	474	4883321	4883378	58
378	chr2L	4889910	4890033	+	16	4889987	1433	372	4889954	4890009	56
379	chr2L	4892110	4892122	+	7	4892117	281	243	4892116	4892117	2
380	chr2L	4945561	4945626	+	16	4945584	373	91	4945565	4945605	41
381	chr2L	4945724	4945728	+	2	4945728	53	43	4945725	4945728	4
382	chr2L	4955493	4955568	+	12	4955501	393	77	4955497	4955565	69
